Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
18,"[comctl32.dll]",1,0,0.00,0.00,"comctl32.dll",
19,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
20,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
18,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
19,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
20,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
22,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
18,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
14,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
12,"[combase.dll]",45,19,0.11,0.05,"combase.dll",
13,"[clbcatq.dll]",25,0,0.06,0.00,"clbcatq.dll",
14,"[clbcatq.dll]",25,0,0.06,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",25,0,0.06,0.00,"clbcatq.dll",
16,"[clbcatq.dll]",25,0,0.06,0.00,"clbcatq.dll",
17,"[clbcatq.dll]",22,0,0.05,0.00,"clbcatq.dll",
18,"[clbcatq.dll]",21,0,0.05,0.00,"clbcatq.dll",
19,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
20,"[clbcatq.dll]",17,1,0.04,0.00,"clbcatq.dll",
21,"[KernelBase.dll]",11,11,0.03,0.03,"KernelBase.dll",
21,"[clbcatq.dll]",4,1,0.01,0.00,"clbcatq.dll",
22,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
21,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
20,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
19,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
18,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
17,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
17,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
13,"[twinapi.dll]",1,1,0.00,0.00,"twinapi.dll",
12,"[user32.dll]",7,7,0.02,0.02,"user32.dll",
12,"[win32u.dll]",6,6,0.01,0.01,"win32u.dll",
12,"[twinapi.dll]",6,0,0.01,0.00,"twinapi.dll",
13,"[twinapi.dll]",6,0,0.01,0.00,"twinapi.dll",
14,"[twinapi.dll]",6,0,0.01,0.00,"twinapi.dll",
15,"[twinapi.dll]",6,0,0.01,0.00,"twinapi.dll",
16,"[twinapi.appcore.dll]",6,0,0.01,0.00,"twinapi.appcore.dll",
17,"[twinapi.appcore.dll]",6,0,0.01,0.00,"twinapi.appcore.dll",
18,"[twinapi.appcore.dll]",4,0,0.01,0.00,"twinapi.appcore.dll",
19,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
19,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
19,"[twinapi.appcore.dll]",1,0,0.00,0.00,"twinapi.appcore.dll",
20,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
18,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
18,"[sechost.dll]",1,1,0.00,0.00,"sechost.dll",
12,"[uxtheme.dll]",3,3,0.01,0.01,"uxtheme.dll",
12,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
12,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
12,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
13,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
14,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
11,"[user32.dll]",159,20,0.38,0.05,"user32.dll",
12,"[duser.dll]",134,0,0.32,0.00,"duser.dll",
13,"[ntdll.dll]",127,16,0.30,0.04,"ntdll.dll",
14,"[comdlg32.dll]",106,0,0.25,0.00,"comdlg32.dll",
15,"[user32.dll]",106,1,0.25,0.00,"user32.dll",
16,"[ExplorerFrame.dll]",105,0,0.25,0.00,"ExplorerFrame.dll",
17,"[user32.dll]",99,1,0.24,0.00,"user32.dll",
18,"[ExplorerFrame.dll]",98,0,0.23,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",90,0,0.22,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",90,0,0.22,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",80,0,0.19,0.00,"ExplorerFrame.dll",
22,"[uxtheme.dll]",71,0,0.17,0.00,"uxtheme.dll",
23,"[ExplorerFrame.dll]",71,0,0.17,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",65,0,0.16,0.00,"ExplorerFrame.dll",
25,"[shell32.dll]",25,24,0.06,0.06,"shell32.dll",
26,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
27,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
25,"[ExplorerFrame.dll]",19,0,0.05,0.00,"ExplorerFrame.dll",
26,"[user32.dll]",18,2,0.04,0.00,"user32.dll",
27,"[ExplorerFrame.dll]",16,0,0.04,0.00,"ExplorerFrame.dll",
28,"[ExplorerFrame.dll]",16,0,0.04,0.00,"ExplorerFrame.dll",
29,"[comctl32.dll]",16,16,0.04,0.04,"comctl32.dll",
26,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
25,"[comctl32.dll]",8,0,0.02,0.00,"comctl32.dll",
26,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
27,"[shell32.dll]",4,4,0.01,0.01,"shell32.dll",
27,"[ntdll.dll]",3,3,0.01,0.01,"ntdll.dll",
27,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
25,"[windows.storage.dll]",7,7,0.02,0.02,"windows.storage.dll",
25,"[user32.dll]",5,2,0.01,0.00,"user32.dll",
26,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
28,"[comctl32.dll]",3,3,0.01,0.01,"comctl32.dll",
25,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
24,"[shlwapi.dll]",6,0,0.01,0.00,"shlwapi.dll",
25,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
26,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
28,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
29,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
30,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
30,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
28,"[win32u.dll]",2,2,0.00,0.00,"win32u.dll",
28,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
26,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
22,"[win32u.dll]",6,6,0.01,0.01,"win32u.dll",
22,"[user32.dll]",3,0,0.01,0.00,"user32.dll",
23,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
25,"[comctl32.dll]",3,0,0.01,0.00,"comctl32.dll",
26,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
28,"[comctl32.dll]",3,3,0.01,0.01,"comctl32.dll",
21,"[user32.dll]",8,4,0.02,0.01,"user32.dll",
22,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
23,"[comctl32.dll]",4,3,0.01,0.01,"comctl32.dll",
24,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
25,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
21,"[shlwapi.dll]",2,0,0.00,0.00,"shlwapi.dll",
22,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
23,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
24,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
24,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
25,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
26,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
28,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
19,"[user32.dll]",8,2,0.02,0.00,"user32.dll",
20,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
23,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
24,"[gdi32.dll]",4,4,0.01,0.01,"gdi32.dll",
23,"[uxtheme.dll]",2,2,0.00,0.00,"uxtheme.dll",
17,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
18,"[user32.dll]",3,0,0.01,0.00,"user32.dll",
19,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
21,"[comctl32.dll]",3,0,0.01,0.00,"comctl32.dll",
22,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
23,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
24,"[comctl32.dll]",3,3,0.01,0.01,"comctl32.dll",
18,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
23,"[win32u.dll]",2,2,0.00,0.00,"win32u.dll",
19,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
14,"[atlthunk.dll]",4,0,0.01,0.00,"atlthunk.dll",
15,"[duser.dll]",4,0,0.01,0.00,"duser.dll",
16,"[user32.dll]",4,4,0.01,0.01,"user32.dll",
14,"[ExplorerFrame.dll]",1,1,0.00,0.00,"ExplorerFrame.dll",
13,"[duser.dll]",6,0,0.01,0.00,"duser.dll",
14,"[ntdll.dll]",6,6,0.01,0.01,"ntdll.dll",
13,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
12,"[comdlg32.dll]",5,0,0.01,0.00,"comdlg32.dll",
13,"[user32.dll]",4,4,0.01,0.01,"user32.dll",
13,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
11,"[shlwapi.dll]",11,1,0.03,0.00,"shlwapi.dll",
12,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
13,"[duser.dll]",9,0,0.02,0.00,"duser.dll",
14,"[duser.dll]",9,0,0.02,0.00,"duser.dll",
15,"[duser.dll]",9,0,0.02,0.00,"duser.dll",
16,"[duser.dll]",9,0,0.02,0.00,"duser.dll",
17,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
18,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
19,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
20,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
21,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
22,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
23,"[ntdll.dll]",9,7,0.02,0.02,"ntdll.dll",
24,"[atlthunk.dll]",2,0,0.00,0.00,"atlthunk.dll",
25,"[duser.dll]",2,0,0.00,0.00,"duser.dll",
26,"[user32.dll]",2,0,0.00,0.00,"user32.dll",
27,"[comdlg32.dll]",2,0,0.00,0.00,"comdlg32.dll",
28,"[comctl32.dll]",2,1,0.00,0.00,"comctl32.dll",
29,"[atlthunk.dll]",1,0,0.00,0.00,"atlthunk.dll",
30,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
31,"[shell32.dll]",1,0,0.00,0.00,"shell32.dll",
32,"[comdlg32.dll]",1,1,0.00,0.00,"comdlg32.dll",
12,"[atlthunk.dll]",1,0,0.00,0.00,"atlthunk.dll",
13,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
14,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
15,"[atlthunk.dll]",1,0,0.00,0.00,"atlthunk.dll",
16,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
17,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
18,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
19,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
20,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
21,"[shell32.dll]",1,0,0.00,0.00,"shell32.dll",
22,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
23,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
24,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
25,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
26,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
28,"[comctl32.dll]",1,0,0.00,0.00,"comctl32.dll",
29,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
30,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
31,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
32,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
33,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
34,"[comctl32.dll]",1,0,0.00,0.00,"comctl32.dll",
35,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
36,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
11,"[uxtheme.dll]",8,8,0.02,0.02,"uxtheme.dll",
11,"[ntdll.dll]",6,6,0.01,0.01,"ntdll.dll",
11,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
11,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
10,"[ExplorerFrame.dll]","1,998",3,4.78,0.01,"ExplorerFrame.dll",
11,"[ExplorerFrame.dll]","1,900",0,4.54,0.00,"ExplorerFrame.dll",
12,"[comctl32.dll]","1,568",105,3.75,0.25,"comctl32.dll",
13,"[ExplorerFrame.dll]","1,071",0,2.56,0.00,"ExplorerFrame.dll",
14,"[ExplorerFrame.dll]","1,057",0,2.53,0.00,"ExplorerFrame.dll",
15,"[comctl32.dll]","1,057",0,2.53,0.00,"comctl32.dll",
16,"[duser.dll]","1,057",0,2.53,0.00,"duser.dll",
17,"[user32.dll]",844,1,2.02,0.00,"user32.dll",
18,"[dui70.dll]",843,0,2.02,0.00,"dui70.dll",
19,"[ExplorerFrame.dll]",842,0,2.01,0.00,"ExplorerFrame.dll",
20,"[dui70.dll]",713,0,1.71,0.00,"dui70.dll",
21,"[dui70.dll]",713,0,1.71,0.00,"dui70.dll",
22,"[dui70.dll]",713,1,1.71,0.00,"dui70.dll",
23,"[dui70.dll]",686,0,1.64,0.00,"dui70.dll",
24,"[dui70.dll]",686,1,1.64,0.00,"dui70.dll",
25,"[dui70.dll]",685,0,1.64,0.00,"dui70.dll",
26,"[dui70.dll]",685,2,1.64,0.00,"dui70.dll",
27,"[ExplorerFrame.dll]",600,0,1.44,0.00,"ExplorerFrame.dll",
28,"[ExplorerFrame.dll]",600,0,1.44,0.00,"ExplorerFrame.dll",
29,"[ExplorerFrame.dll]",575,0,1.38,0.00,"ExplorerFrame.dll",
